ID,job,marital,education,default,housing,loan,contact,month,poutcome,label
CLIENT2222,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2223,blue-collar,divorced,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT2224,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
CLIENT2225,self-employed,single,tertiary,no,no,no,cellular,feb,unknown,no
CLIENT2226,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
CLIENT2227,management,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2228,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2229,services,divorced,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT2230,blue-collar,single,secondary,no,no,yes,cellular,nov,unknown,no
CLIENT2231,self-employed,single,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT2232,technician,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT2233,services,married,secondary,no,yes,no,cellular,may,unknown,yes
CLIENT2234,technician,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT2235,management,single,tertiary,no,no,yes,cellular,nov,failure,no
CLIENT2236,admin.,divorced,secondary,yes,yes,no,unknown,may,unknown,no
CLIENT2237,services,married,secondary,no,yes,yes,cellular,may,unknown,no
CLIENT2238,self-employed,married,tertiary,no,yes,no,cellular,feb,unknown,no
CLIENT2239,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT2240,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT2241,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
CLIENT2242,admin.,single,secondary,no,no,yes,cellular,nov,failure,no
CLIENT2243,services,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2244,housemaid,single,tertiary,no,yes,yes,cellular,jul,unknown,no
CLIENT2245,technician,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2246,admin.,single,secondary,no,yes,yes,cellular,feb,unknown,no
CLIENT2247,technician,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT2248,services,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2249,unemployed,divorced,tertiary,no,no,no,cellular,nov,failure,no
CLIENT2250,management,married,tertiary,no,yes,no,cellular,feb,unknown,no
CLIENT2251,management,married,tertiary,no,no,no,cellular,feb,success,yes
CLIENT2252,blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT2253,housemaid,single,secondary,no,no,no,cellular,feb,unknown,no
CLIENT2254,unemployed,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2255,management,single,tertiary,no,yes,no,cellular,may,failure,no
CLIENT2256,management,single,secondary,no,no,no,cellular,jun,unknown,no
CLIENT2257,blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
CLIENT2258,retired,married,primary,no,no,no,cellular,mar,unknown,no
CLIENT2259,management,married,tertiary,no,yes,no,cellular,may,unknown,yes
CLIENT2260,services,divorced,secondary,no,no,no,cellular,feb,unknown,no
CLIENT2261,technician,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2262,management,single,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT2263,retired,married,secondary,no,yes,no,cellular,may,failure,no
CLIENT2264,management,married,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT2265,management,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2266,admin.,married,secondary,no,no,no,cellular,sep,success,no
CLIENT2267,blue-collar,single,primary,no,no,no,unknown,jun,unknown,no
CLIENT2268,management,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2269,services,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2270,retired,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2271,management,single,tertiary,no,yes,no,cellular,may,failure,no
CLIENT2272,technician,divorced,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT2273,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT2274,admin.,single,secondary,no,yes,no,cellular,may,unknown,yes
CLIENT2275,management,married,tertiary,no,yes,no,cellular,may,unknown,no
CLIENT2276,blue-collar,married,primary,no,yes,yes,telephone,jul,unknown,no
CLIENT2277,technician,married,secondary,no,no,no,cellular,jun,other,no
CLIENT2278,technician,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2279,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT2280,management,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2281,retired,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2282,blue-collar,single,primary,no,yes,no,unknown,may,unknown,no
CLIENT2283,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
CLIENT2284,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2285,services,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT2286,technician,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2287,unemployed,married,tertiary,no,no,no,unknown,may,unknown,no
CLIENT2288,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2289,student,single,secondary,no,no,no,unknown,aug,unknown,no
CLIENT2290,entrepreneur,married,tertiary,no,yes,no,cellular,feb,unknown,no
CLIENT2291,admin.,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT2292,technician,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2293,entrepreneur,married,secondary,no,yes,yes,cellular,may,failure,no
CLIENT2294,technician,married,secondary,no,no,yes,cellular,feb,other,no
CLIENT2295,services,married,secondary,no,no,yes,unknown,jul,unknown,no
CLIENT2296,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,yes
CLIENT2297,technician,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2298,entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2299,self-employed,married,tertiary,no,yes,no,unknown,jun,unknown,no
CLIENT2300,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2301,services,divorced,secondary,no,no,yes,cellular,jul,unknown,no
CLIENT2302,technician,single,secondary,no,yes,no,cellular,may,failure,no
CLIENT2303,admin.,married,unknown,no,no,no,unknown,jun,unknown,no
CLIENT2304,management,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2305,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2306,technician,married,tertiary,no,yes,no,cellular,jan,failure,no
CLIENT2307,management,divorced,tertiary,no,no,no,unknown,jun,unknown,no
CLIENT2308,management,divorced,tertiary,no,yes,no,unknown,jun,unknown,no
CLIENT2309,management,married,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT2310,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2311,management,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2312,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2313,housemaid,divorced,tertiary,no,yes,no,cellular,aug,unknown,no
CLIENT2314,blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,no
CLIENT2315,self-employed,single,tertiary,no,yes,no,unknown,jun,unknown,no
CLIENT2316,entrepreneur,married,tertiary,no,yes,no,cellular,nov,unknown,no
CLIENT2317,retired,single,primary,no,no,no,cellular,jul,unknown,no
CLIENT2318,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
CLIENT2319,management,married,secondary,no,no,no,cellular,jul,unknown,no
CLIENT2320,management,single,tertiary,no,no,no,unknown,may,unknown,no
CLIENT2321,services,single,secondary,no,yes,no,unknown,may,unknown,yes
CLIENT2322,blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
CLIENT2323,self-employed,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2324,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT2325,admin.,single,secondary,no,yes,no,cellular,may,other,no
CLIENT2326,services,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2327,admin.,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT2328,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT2329,blue-collar,divorced,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2330,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT2331,technician,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2332,management,married,tertiary,no,yes,no,cellular,apr,other,yes
CLIENT2333,services,married,secondary,no,no,no,unknown,may,unknown,no
CLIENT2334,management,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2335,admin.,single,tertiary,no,yes,no,cellular,may,failure,no
CLIENT2336,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
CLIENT2337,services,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2338,unemployed,married,secondary,no,no,no,cellular,jan,unknown,no
CLIENT2339,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,no
CLIENT2340,admin.,married,secondary,no,no,no,cellular,oct,unknown,no
CLIENT2341,management,married,secondary,no,no,no,cellular,feb,unknown,no
CLIENT2342,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT2343,management,married,tertiary,no,no,no,cellular,jan,unknown,no
CLIENT2344,management,married,tertiary,no,yes,no,unknown,jun,unknown,no
CLIENT2345,services,single,secondary,no,yes,yes,cellular,jan,failure,no
CLIENT2346,entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2347,management,single,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2348,management,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2349,technician,single,secondary,no,yes,yes,unknown,jun,unknown,no
CLIENT2350,technician,married,secondary,no,yes,no,cellular,aug,unknown,no
CLIENT2351,unknown,married,unknown,no,no,no,unknown,jun,unknown,no
CLIENT2352,admin.,married,secondary,no,no,no,unknown,sep,unknown,no
CLIENT2353,management,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT2354,management,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2355,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
CLIENT2356,services,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT2357,student,single,secondary,no,no,no,cellular,feb,unknown,no
CLIENT2358,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
CLIENT2359,services,single,secondary,no,yes,no,cellular,feb,failure,no
CLIENT2360,blue-collar,married,primary,no,no,no,cellular,jan,unknown,no
CLIENT2361,services,divorced,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT2362,management,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT2363,management,divorced,tertiary,no,no,yes,cellular,jun,unknown,no
CLIENT2364,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2365,admin.,divorced,secondary,no,yes,no,cellular,nov,other,no
CLIENT2366,services,single,secondary,no,no,no,cellular,jul,unknown,no
CLIENT2367,management,single,unknown,no,yes,no,unknown,may,unknown,no
CLIENT2368,services,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT2369,entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2370,technician,single,secondary,no,yes,no,cellular,aug,unknown,yes
CLIENT2371,management,divorced,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2372,services,single,secondary,no,yes,no,cellular,nov,success,yes
CLIENT2373,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2374,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2375,unemployed,single,secondary,no,no,no,cellular,jan,unknown,yes
CLIENT2376,services,married,secondary,no,yes,no,unknown,jun,unknown,yes
CLIENT2377,technician,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2378,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,no
CLIENT2379,blue-collar,divorced,secondary,no,yes,no,cellular,may,failure,no
CLIENT2380,technician,single,secondary,no,yes,no,cellular,may,success,no
CLIENT2381,unemployed,married,secondary,no,no,no,cellular,jul,unknown,no
CLIENT2382,management,single,tertiary,no,no,yes,cellular,jul,unknown,no
CLIENT2383,student,single,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT2384,management,married,tertiary,no,yes,no,cellular,may,unknown,no
CLIENT2385,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
CLIENT2386,technician,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2387,blue-collar,married,primary,no,yes,no,telephone,jul,unknown,no
CLIENT2388,admin.,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2389,technician,married,tertiary,no,no,yes,unknown,jun,unknown,no
CLIENT2390,retired,single,secondary,no,no,yes,unknown,may,unknown,no
CLIENT2391,management,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
CLIENT2392,management,married,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT2393,entrepreneur,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT2394,unknown,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2395,services,single,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2396,management,married,tertiary,no,no,no,cellular,aug,failure,no
CLIENT2397,blue-collar,single,primary,no,yes,no,unknown,may,unknown,no
CLIENT2398,entrepreneur,married,secondary,yes,no,yes,cellular,jul,unknown,no
CLIENT2399,retired,married,secondary,no,no,no,cellular,apr,unknown,no
CLIENT2400,self-employed,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT2401,management,married,tertiary,no,yes,no,telephone,may,unknown,no
CLIENT2402,management,married,primary,no,yes,no,telephone,nov,unknown,no
CLIENT2403,technician,married,secondary,no,yes,no,telephone,feb,unknown,no
CLIENT2404,entrepreneur,married,primary,no,no,no,cellular,jul,unknown,no
CLIENT2405,technician,married,secondary,no,yes,yes,cellular,jul,failure,no
CLIENT2406,services,married,secondary,no,yes,no,telephone,may,unknown,no
CLIENT2407,services,married,primary,no,no,no,unknown,may,unknown,no
CLIENT2408,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2409,admin.,single,secondary,no,no,no,cellular,may,unknown,no
CLIENT2410,housemaid,single,tertiary,no,yes,no,cellular,nov,unknown,no
CLIENT2411,technician,divorced,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT2412,housemaid,married,primary,no,no,yes,unknown,jun,unknown,no
CLIENT2413,services,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2414,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2415,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2416,management,single,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT2417,management,married,tertiary,no,no,no,cellular,oct,unknown,no
CLIENT2418,technician,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2419,blue-collar,single,secondary,yes,no,yes,cellular,nov,unknown,yes
CLIENT2420,self-employed,married,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT2421,management,single,tertiary,no,no,no,cellular,oct,unknown,yes
CLIENT2422,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
CLIENT2423,entrepreneur,single,secondary,no,no,no,unknown,may,unknown,no
CLIENT2424,management,married,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT2425,unemployed,married,secondary,no,yes,yes,cellular,feb,unknown,no
CLIENT2426,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,no
CLIENT2427,technician,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2428,services,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2429,student,single,secondary,no,no,no,cellular,nov,failure,no
CLIENT2430,technician,married,secondary,no,no,yes,cellular,nov,failure,no
CLIENT2431,unemployed,married,secondary,no,no,no,cellular,jul,failure,yes
CLIENT2432,technician,divorced,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2433,retired,married,primary,no,no,no,cellular,oct,failure,yes
CLIENT2434,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
CLIENT2435,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
CLIENT2436,technician,married,secondary,no,no,no,cellular,aug,other,yes
CLIENT2437,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT2438,management,married,tertiary,no,yes,yes,cellular,apr,failure,no
CLIENT2439,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2440,technician,divorced,tertiary,no,yes,no,cellular,jun,unknown,no
CLIENT2441,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2442,technician,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2443,technician,single,tertiary,no,yes,no,cellular,apr,unknown,no
CLIENT2444,management,married,secondary,no,yes,no,cellular,jul,failure,yes
CLIENT2445,housemaid,married,tertiary,no,yes,yes,cellular,jul,unknown,no
CLIENT2446,blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
CLIENT2447,blue-collar,married,primary,no,no,no,cellular,jan,failure,no
CLIENT2448,student,single,tertiary,no,no,no,cellular,sep,unknown,no
CLIENT2449,management,married,tertiary,no,no,no,cellular,dec,success,yes
CLIENT2450,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT2451,admin.,married,secondary,no,no,no,cellular,oct,unknown,no
CLIENT2452,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
CLIENT2453,management,married,tertiary,no,yes,yes,cellular,jul,unknown,no
CLIENT2454,technician,married,tertiary,no,no,no,cellular,oct,unknown,no
CLIENT2455,unemployed,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT2456,technician,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT2457,unemployed,divorced,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2458,admin.,married,secondary,no,yes,yes,telephone,aug,unknown,no
CLIENT2459,housemaid,married,primary,no,no,no,telephone,feb,unknown,no
CLIENT2460,blue-collar,single,primary,no,yes,no,cellular,jan,failure,no
CLIENT2461,services,single,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT2462,services,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2463,blue-collar,single,unknown,no,no,no,unknown,jun,unknown,no
CLIENT2464,technician,single,tertiary,no,yes,no,unknown,may,unknown,yes
CLIENT2465,unemployed,single,primary,no,no,no,unknown,jun,unknown,no
CLIENT2466,self-employed,married,secondary,no,no,no,cellular,nov,unknown,no
CLIENT2467,services,single,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT2468,admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT2469,retired,married,primary,no,yes,yes,cellular,jul,unknown,no
CLIENT2470,technician,married,tertiary,no,yes,no,cellular,feb,unknown,no
CLIENT2471,student,single,secondary,no,no,no,cellular,nov,other,yes
CLIENT2472,admin.,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT2473,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
CLIENT2474,management,married,tertiary,no,yes,no,cellular,nov,failure,no
CLIENT2475,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2476,technician,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT2477,unknown,married,primary,no,no,no,cellular,oct,unknown,yes
CLIENT2478,admin.,divorced,secondary,no,no,no,cellular,jul,failure,no
CLIENT2479,technician,married,secondary,no,yes,yes,cellular,aug,unknown,no
CLIENT2480,admin.,divorced,secondary,no,no,yes,cellular,nov,unknown,yes
CLIENT2481,management,married,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT2482,housemaid,married,secondary,no,no,no,cellular,sep,unknown,no
CLIENT2483,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2484,self-employed,single,tertiary,no,no,no,cellular,may,unknown,no
CLIENT2485,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
CLIENT2486,unknown,married,unknown,no,no,no,cellular,jul,failure,yes
CLIENT2487,unknown,divorced,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2488,technician,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2489,retired,married,primary,no,no,yes,cellular,may,unknown,no
CLIENT2490,admin.,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2491,retired,married,primary,no,no,no,cellular,nov,unknown,no
CLIENT2492,management,single,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2493,technician,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2494,admin.,divorced,secondary,no,no,yes,cellular,jul,unknown,no
CLIENT2495,self-employed,single,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2496,management,single,tertiary,no,yes,no,cellular,jan,unknown,no
CLIENT2497,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT2498,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2499,management,married,tertiary,no,no,no,telephone,feb,unknown,yes
CLIENT2500,student,single,tertiary,no,no,no,cellular,feb,unknown,no
CLIENT2501,retired,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2502,admin.,married,secondary,no,no,no,cellular,jan,unknown,no
CLIENT2503,management,married,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT2504,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
CLIENT2505,management,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
CLIENT2506,admin.,married,secondary,yes,yes,no,cellular,jul,unknown,no
CLIENT2507,unemployed,single,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT2508,student,married,unknown,no,no,no,telephone,jul,unknown,no
CLIENT2509,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT2510,retired,divorced,secondary,yes,no,yes,unknown,jun,unknown,no
CLIENT2511,retired,married,primary,no,no,no,cellular,apr,unknown,no
CLIENT2512,housemaid,married,primary,no,no,yes,unknown,jun,unknown,yes
CLIENT2513,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT2514,technician,single,unknown,no,yes,no,unknown,jun,unknown,no
CLIENT2515,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT2516,management,married,tertiary,no,yes,no,cellular,aug,unknown,no
CLIENT2517,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,no
CLIENT2518,technician,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2519,technician,single,tertiary,yes,no,no,cellular,aug,unknown,no
CLIENT2520,management,divorced,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2521,unemployed,married,secondary,no,yes,no,cellular,aug,unknown,no
CLIENT2522,blue-collar,divorced,secondary,no,no,no,cellular,may,unknown,no
CLIENT2523,management,divorced,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT2524,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
CLIENT2525,blue-collar,married,unknown,no,no,no,cellular,jan,other,no
CLIENT2526,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
CLIENT2527,services,single,secondary,no,yes,yes,unknown,jun,unknown,no
CLIENT2528,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2529,management,single,tertiary,no,no,no,unknown,nov,failure,no
CLIENT2530,management,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2531,retired,married,unknown,no,no,no,telephone,may,unknown,no
CLIENT2532,unemployed,divorced,secondary,no,yes,no,telephone,feb,unknown,no
CLIENT2533,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2534,housemaid,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT2535,student,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2536,entrepreneur,divorced,primary,no,no,no,cellular,jan,failure,no
CLIENT2537,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
CLIENT2538,management,married,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT2539,technician,divorced,secondary,no,no,no,cellular,nov,success,yes
CLIENT2540,management,married,tertiary,no,yes,no,cellular,nov,other,yes
CLIENT2541,self-employed,married,unknown,no,yes,no,cellular,may,unknown,no
CLIENT2542,admin.,single,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT2543,management,married,tertiary,no,no,yes,cellular,feb,unknown,no
CLIENT2544,admin.,divorced,primary,no,no,yes,cellular,jul,unknown,no
CLIENT2545,management,single,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT2546,services,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2547,management,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT2548,blue-collar,married,unknown,no,yes,no,cellular,may,unknown,no
CLIENT2549,management,single,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT2550,management,married,tertiary,no,no,yes,unknown,jun,unknown,no
CLIENT2551,management,divorced,secondary,no,no,no,cellular,nov,unknown,no
CLIENT2552,services,married,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT2553,management,married,tertiary,no,yes,no,cellular,may,unknown,yes
CLIENT2554,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2555,unemployed,married,tertiary,no,no,no,cellular,may,failure,no
CLIENT2556,admin.,divorced,secondary,no,yes,no,cellular,may,failure,yes
CLIENT2557,technician,divorced,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2558,retired,married,primary,no,no,no,cellular,apr,unknown,no
CLIENT2559,technician,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2560,blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
CLIENT2561,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT2562,admin.,divorced,secondary,no,no,no,cellular,nov,unknown,no
CLIENT2563,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
CLIENT2564,technician,divorced,secondary,no,yes,yes,cellular,jul,unknown,no
CLIENT2565,blue-collar,single,unknown,no,yes,no,cellular,may,unknown,no
CLIENT2566,student,married,unknown,no,no,no,cellular,apr,unknown,no
CLIENT2567,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT2568,retired,married,secondary,no,no,no,cellular,oct,unknown,yes
CLIENT2569,technician,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2570,technician,married,secondary,no,no,no,unknown,may,unknown,no
CLIENT2571,blue-collar,married,secondary,no,no,no,cellular,apr,unknown,no
CLIENT2572,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT2573,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT2574,services,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2575,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2576,services,single,secondary,no,no,yes,cellular,feb,unknown,no
CLIENT2577,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT2578,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT2579,management,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2580,services,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2581,management,single,tertiary,no,yes,no,unknown,jun,unknown,no
CLIENT2582,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT2583,technician,married,tertiary,no,no,no,cellular,jan,success,yes
CLIENT2584,management,married,tertiary,no,no,no,cellular,apr,unknown,no
CLIENT2585,management,married,primary,no,no,no,unknown,jun,unknown,no
CLIENT2586,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT2587,management,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT2588,management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT2589,entrepreneur,divorced,tertiary,no,yes,yes,unknown,jun,unknown,no
CLIENT2590,services,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2591,management,married,tertiary,no,yes,yes,cellular,jul,unknown,no
CLIENT2592,technician,divorced,secondary,no,yes,no,cellular,may,unknown,no
CLIENT2593,management,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT2594,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
