ID,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,label
STUDENT298,GP,F,U,LE3,T,mid,mid,services,services,course,father,low,very_high,none,no,no,no,yes,yes,yes,yes,yes,mediocre,good,very_bad,very_bad,very_bad,bad,one_to_three,C
STUDENT299,GP,F,R,GT3,T,mid,low,other,other,course,other,medium,medium,none,no,yes,yes,yes,yes,no,yes,yes,very_bad,bad,mediocre,very_bad,bad,bad,more_than_ten,C
STUDENT300,GP,F,U,GT3,T,high,mid,services,other,home,father,low,medium,none,no,yes,no,no,yes,yes,yes,yes,mediocre,very_bad,bad,very_bad,mediocre,bad,one_to_three,B
STUDENT301,GP,M,U,GT3,T,high,mid,teacher,other,course,mother,low,medium,none,no,yes,no,no,no,yes,yes,no,good,mediocre,bad,very_bad,very_bad,mediocre,one_to_three,D
STUDENT302,GP,M,R,GT3,T,mid,mid,other,other,course,mother,low,high,none,no,no,no,yes,no,yes,no,no,excellent,mediocre,bad,very_bad,very_bad,mediocre,one_to_three,C
STUDENT303,GP,F,U,GT3,T,mid,mid,other,other,home,mother,low,high,none,no,no,no,yes,no,yes,no,no,mediocre,bad,mediocre,very_bad,very_bad,good,one_to_three,C
STUDENT304,GP,F,U,GT3,T,mid,mid,at_home,services,home,mother,low,high,none,no,yes,no,yes,yes,yes,yes,yes,good,mediocre,mediocre,very_bad,very_bad,mediocre,none,C
STUDENT305,GP,M,U,GT3,T,mid,mid,other,other,home,father,medium,low,none,no,no,no,no,yes,no,yes,no,good,good,good,bad,mediocre,good,more_than_ten,F
STUDENT306,GP,M,R,LE3,A,mid,high,other,other,reputation,mother,medium,medium,none,no,yes,no,yes,yes,yes,yes,no,good,bad,excellent,mediocre,good,very_bad,four_to_six,A
STUDENT307,GP,M,U,GT3,T,mid,low,services,other,other,mother,low,medium,none,no,no,no,yes,yes,yes,yes,yes,excellent,good,good,mediocre,good,excellent,none,B
STUDENT308,GP,F,R,GT3,T,high,high,teacher,other,reputation,mother,medium,medium,none,no,no,no,yes,yes,yes,yes,no,good,mediocre,good,bad,bad,good,more_than_ten,C
STUDENT309,GP,M,U,GT3,T,high,mid,health,other,reputation,father,low,medium,none,no,yes,no,yes,yes,yes,yes,yes,excellent,good,excellent,very_bad,mediocre,excellent,four_to_six,B
STUDENT310,GP,F,R,GT3,T,mid,low,other,other,reputation,mother,medium,medium,none,no,yes,no,no,yes,no,yes,yes,good,mediocre,excellent,very_bad,bad,mediocre,more_than_ten,D
STUDENT311,GP,F,U,GT3,T,mid,mid,other,services,home,other,low,medium,none,no,yes,no,yes,yes,yes,yes,no,good,mediocre,excellent,mediocre,mediocre,excellent,more_than_ten,C
STUDENT312,GP,F,U,GT3,T,mid,mid,other,services,reputation,father,low,very_high,none,no,yes,no,yes,yes,yes,yes,yes,good,excellent,excellent,very_bad,mediocre,bad,more_than_ten,A
STUDENT313,GP,F,U,LE3,T,low,low,other,other,home,mother,medium,medium,none,no,yes,no,no,no,yes,no,no,good,good,mediocre,very_bad,very_bad,mediocre,one_to_three,C
STUDENT314,GP,M,R,GT3,T,low,mid,at_home,at_home,home,mother,low,medium,none,no,yes,no,yes,no,yes,no,yes,mediocre,excellent,bad,bad,bad,very_bad,one_to_three,A+
STUDENT315,GP,F,U,GT3,T,mid,low,other,other,home,mother,low,medium,none,no,yes,no,no,yes,yes,yes,yes,good,bad,excellent,very_bad,bad,very_bad,more_than_ten,B
STUDENT316,GP,F,U,GT3,T,mid,high,at_home,health,reputation,mother,medium,medium,none,no,yes,no,no,yes,yes,yes,yes,good,mediocre,mediocre,very_bad,very_bad,very_bad,four_to_six,A
STUDENT317,GP,F,U,LE3,T,mid,mid,services,other,course,mother,medium,medium,none,yes,yes,no,no,yes,yes,yes,yes,good,good,good,bad,mediocre,excellent,four_to_six,C
STUDENT318,GP,F,R,GT3,A,mid,mid,other,services,home,mother,medium,medium,none,no,no,no,no,no,no,yes,yes,good,very_bad,very_bad,very_bad,very_bad,excellent,more_than_ten,D
STUDENT319,GP,M,U,GT3,T,high,high,teacher,services,home,mother,medium,low,none,no,no,no,yes,yes,yes,yes,no,mediocre,bad,good,very_bad,good,mediocre,four_to_six,C
STUDENT320,GP,F,U,GT3,T,high,high,health,health,reputation,father,low,medium,low,yes,yes,no,yes,yes,yes,yes,yes,bad,good,good,very_bad,very_bad,good,one_to_three,C
STUDENT321,GP,F,U,GT3,T,mid,mid,other,services,reputation,father,high,high,none,no,yes,no,no,yes,yes,yes,yes,good,bad,mediocre,very_bad,very_bad,very_bad,more_than_ten,B
STUDENT322,GP,F,R,GT3,T,mid,mid,services,services,reputation,father,low,medium,low,yes,yes,no,no,yes,no,yes,no,mediocre,mediocre,mediocre,good,mediocre,mediocre,none,D
STUDENT323,GP,M,U,LE3,T,high,mid,teacher,services,course,mother,medium,low,none,no,no,no,yes,yes,yes,yes,no,good,bad,mediocre,very_bad,bad,very_bad,none,D
STUDENT324,GP,M,U,GT3,T,low,mid,at_home,other,home,other,medium,low,none,no,no,no,no,no,no,yes,no,mediocre,good,good,bad,good,good,more_than_ten,D
STUDENT325,GP,M,U,LE3,A,high,low,services,other,home,mother,medium,low,none,no,no,no,yes,yes,yes,yes,yes,good,excellent,good,bad,good,excellent,more_than_ten,D
STUDENT326,GP,M,U,LE3,A,mid,mid,teacher,services,home,mother,low,low,none,no,no,no,no,yes,yes,yes,no,good,good,good,mediocre,good,mediocre,more_than_ten,C
STUDENT327,GP,F,R,LE3,T,low,low,at_home,other,reputation,mother,medium,very_high,none,no,yes,no,yes,yes,yes,no,no,excellent,bad,bad,very_bad,very_bad,mediocre,one_to_three,A+
STUDENT328,GP,F,U,GT3,T,low,low,other,other,home,mother,medium,medium,none,yes,no,no,yes,yes,yes,yes,no,excellent,good,good,very_bad,very_bad,good,none,C
STUDENT329,GP,F,U,GT3,T,mid,mid,other,other,course,mother,low,medium,none,no,yes,no,no,no,yes,yes,no,excellent,good,excellent,very_bad,bad,excellent,more_than_ten,B
STUDENT330,GP,F,U,GT3,T,mid,low,other,other,reputation,mother,medium,medium,none,no,no,no,yes,yes,yes,yes,yes,good,mediocre,very_bad,very_bad,very_bad,excellent,more_than_ten,B
STUDENT331,GP,M,U,GT3,T,low,low,other,other,reputation,father,low,medium,none,no,no,no,no,no,yes,yes,no,good,mediocre,mediocre,very_bad,bad,good,none,C
STUDENT332,GP,F,U,GT3,T,mid,mid,at_home,at_home,other,mother,low,high,none,no,yes,no,no,yes,yes,yes,no,good,mediocre,mediocre,very_bad,bad,bad,none,A+
STUDENT333,GP,F,U,GT3,T,low,low,services,teacher,reputation,mother,low,high,none,no,yes,no,no,yes,yes,yes,no,good,mediocre,mediocre,very_bad,very_bad,mediocre,none,B
STUDENT334,GP,M,U,GT3,T,mid,low,services,services,reputation,mother,low,high,none,no,no,no,yes,yes,yes,yes,no,good,bad,good,very_bad,mediocre,bad,none,B
STUDENT335,GP,M,U,LE3,A,high,high,teacher,teacher,reputation,mother,low,medium,none,no,yes,no,yes,yes,yes,yes,no,excellent,good,mediocre,very_bad,very_bad,bad,none,A
STUDENT336,GP,M,U,GT3,T,high,mid,teacher,other,home,mother,low,medium,none,no,yes,no,yes,yes,yes,yes,yes,good,mediocre,bad,very_bad,good,excellent,one_to_three,A
STUDENT337,GP,F,U,GT3,T,high,mid,health,services,reputation,mother,low,high,none,no,yes,no,no,yes,yes,yes,no,good,bad,bad,very_bad,bad,mediocre,none,A+
STUDENT338,GP,F,R,LE3,T,mid,low,services,other,reputation,mother,medium,very_high,none,no,yes,no,no,yes,yes,no,no,mediocre,very_bad,bad,very_bad,very_bad,mediocre,none,A+
STUDENT339,GP,M,R,LE3,T,mid,mid,services,other,reputation,mother,medium,high,none,no,yes,no,yes,yes,yes,yes,no,excellent,good,bad,very_bad,very_bad,good,none,B
STUDENT340,GP,M,U,GT3,T,mid,mid,health,other,home,mother,low,low,none,no,yes,no,no,yes,yes,yes,no,good,good,mediocre,very_bad,mediocre,excellent,none,B
STUDENT341,GP,F,U,GT3,T,high,high,health,other,reputation,other,medium,medium,none,no,yes,no,yes,yes,yes,yes,no,bad,mediocre,good,bad,mediocre,bad,one_to_three,C
STUDENT342,GP,F,U,LE3,T,high,mid,other,other,home,other,medium,medium,none,no,yes,no,no,yes,yes,yes,yes,good,good,excellent,very_bad,bad,bad,none,B
STUDENT343,GP,F,U,GT3,T,high,mid,other,other,reputation,father,low,very_high,none,no,yes,no,no,yes,yes,yes,no,good,mediocre,mediocre,very_bad,very_bad,mediocre,none,A
STUDENT344,GP,M,U,LE3,T,high,high,teacher,teacher,home,mother,low,low,none,no,yes,no,no,yes,yes,yes,yes,very_bad,good,bad,bad,bad,very_bad,none,A
STUDENT345,GP,F,U,LE3,A,high,high,health,other,home,mother,low,medium,none,no,yes,yes,no,yes,yes,yes,yes,good,bad,good,very_bad,very_bad,good,none,B
STUDENT346,GP,M,U,LE3,T,high,high,other,teacher,home,father,medium,low,none,no,no,no,no,yes,yes,yes,no,good,very_bad,very_bad,bad,bad,excellent,none,C
STUDENT347,GP,F,R,GT3,T,high,high,services,services,reputation,mother,medium,high,none,no,yes,no,yes,yes,yes,yes,no,excellent,mediocre,good,very_bad,very_bad,excellent,none,F
STUDENT348,GP,F,U,GT3,T,high,mid,other,other,reputation,mother,medium,high,none,no,yes,no,no,yes,yes,yes,no,good,mediocre,mediocre,very_bad,very_bad,mediocre,none,A
STUDENT349,GP,F,U,GT3,T,mid,mid,health,health,reputation,father,low,very_high,none,no,yes,no,yes,no,yes,yes,no,excellent,bad,bad,very_bad,bad,excellent,none,A+
STUDENT350,GP,M,R,LE3,T,mid,low,at_home,services,course,mother,medium,high,low,no,no,no,yes,yes,yes,yes,yes,good,mediocre,very_bad,very_bad,very_bad,excellent,none,D
STUDENT351,GP,M,U,GT3,A,mid,mid,services,other,course,other,low,low,medium,no,no,no,yes,yes,yes,no,no,excellent,excellent,mediocre,very_bad,very_bad,excellent,none,B
STUDENT352,GP,M,R,GT3,T,mid,mid,other,services,reputation,father,low,medium,none,no,no,no,yes,yes,yes,no,yes,good,excellent,mediocre,very_bad,bad,excellent,none,D
STUDENT353,GP,F,U,GT3,T,low,high,other,teacher,home,mother,low,medium,none,yes,yes,no,no,no,yes,no,yes,mediocre,good,good,very_bad,bad,excellent,one_to_three,D
STUDENT354,GP,F,U,GT3,T,mid,low,services,other,course,mother,medium,medium,none,no,yes,no,yes,yes,yes,yes,no,excellent,mediocre,mediocre,very_bad,bad,very_bad,one_to_three,B
STUDENT355,GP,F,U,GT3,T,mid,mid,other,other,course,father,medium,medium,none,no,no,no,yes,yes,yes,yes,yes,good,bad,very_bad,very_bad,very_bad,mediocre,one_to_three,B
STUDENT356,GP,F,R,GT3,T,high,high,teacher,teacher,course,mother,low,low,none,no,no,no,yes,yes,yes,yes,no,good,good,good,very_bad,very_bad,excellent,one_to_three,A
STUDENT357,GP,F,U,GT3,T,high,mid,other,other,course,mother,low,high,none,no,yes,no,yes,yes,yes,yes,yes,good,mediocre,good,very_bad,very_bad,excellent,one_to_three,A
STUDENT358,GP,F,U,LE3,T,high,mid,health,services,course,mother,medium,low,none,no,yes,no,no,yes,yes,yes,no,mediocre,bad,good,very_bad,good,very_bad,more_than_ten,B
STUDENT359,GP,F,R,GT3,T,mid,high,at_home,services,course,father,low,high,none,no,yes,no,yes,no,yes,yes,no,good,mediocre,good,bad,excellent,excellent,one_to_three,A
STUDENT360,GP,F,U,GT3,T,mid,mid,at_home,other,course,father,low,medium,none,no,yes,no,no,yes,yes,yes,no,good,very_bad,good,very_bad,very_bad,mediocre,more_than_ten,B
STUDENT361,GP,M,U,GT3,T,high,mid,health,other,course,mother,medium,medium,none,no,yes,no,yes,yes,yes,yes,yes,excellent,good,good,very_bad,very_bad,very_bad,more_than_ten,D
STUDENT362,GP,F,U,GT3,T,high,high,teacher,other,course,mother,low,medium,none,no,yes,no,no,yes,yes,yes,no,good,good,good,mediocre,mediocre,excellent,none,C
STUDENT363,GP,F,U,GT3,T,mid,high,other,other,course,mother,low,low,none,no,yes,no,yes,yes,yes,yes,yes,excellent,good,good,very_bad,very_bad,very_bad,four_to_six,B
STUDENT364,GP,F,U,GT3,T,high,high,health,health,course,mother,low,low,none,no,no,no,yes,yes,yes,yes,no,excellent,mediocre,good,very_bad,bad,excellent,one_to_three,A
STUDENT365,GP,F,U,GT3,A,high,mid,services,services,course,mother,low,medium,none,no,yes,no,no,yes,yes,yes,yes,excellent,bad,bad,very_bad,bad,excellent,more_than_ten,A
STUDENT366,GP,F,U,LE3,A,mid,mid,services,other,home,mother,low,medium,none,yes,yes,no,no,yes,yes,yes,no,excellent,mediocre,mediocre,very_bad,very_bad,excellent,none,C
STUDENT367,GP,F,U,LE3,T,mid,low,other,other,home,father,low,medium,none,no,no,no,yes,yes,yes,yes,no,good,bad,mediocre,bad,bad,bad,one_to_three,B
STUDENT368,GP,M,U,LE3,T,high,high,other,other,reputation,father,low,low,none,no,yes,no,no,yes,yes,yes,no,good,bad,excellent,mediocre,good,excellent,one_to_three,D
STUDENT369,GP,F,U,GT3,T,low,low,other,other,course,other,high,high,none,no,no,no,yes,yes,no,no,yes,very_bad,excellent,excellent,good,mediocre,excellent,more_than_ten,D
STUDENT370,GP,F,U,LE3,A,low,low,other,other,course,other,high,medium,medium,no,yes,no,no,no,yes,yes,yes,excellent,mediocre,good,very_bad,very_bad,good,one_to_three,F
STUDENT371,GP,F,U,GT3,T,mid,mid,other,other,course,mother,low,low,none,no,yes,no,yes,yes,yes,yes,yes,good,mediocre,excellent,bad,good,excellent,one_to_three,D
STUDENT372,GP,F,U,GT3,T,mid,mid,other,other,course,mother,low,medium,none,no,yes,no,no,yes,yes,no,yes,good,bad,bad,very_bad,very_bad,mediocre,four_to_six,C
STUDENT373,GP,F,R,LE3,T,mid,mid,services,services,course,mother,low,high,none,no,yes,no,yes,yes,yes,yes,no,mediocre,mediocre,bad,bad,bad,mediocre,none,D
STUDENT374,GP,F,U,GT3,T,mid,low,services,services,course,father,low,high,none,no,yes,no,no,no,yes,yes,no,mediocre,good,mediocre,bad,mediocre,excellent,none,A
STUDENT375,GP,F,U,LE3,T,none,mid,at_home,at_home,home,father,medium,high,none,no,no,no,no,yes,yes,yes,no,mediocre,mediocre,mediocre,bad,mediocre,bad,none,B
STUDENT376,GP,F,U,GT3,T,low,low,other,other,home,mother,medium,high,none,no,no,no,yes,yes,yes,yes,no,good,excellent,excellent,very_bad,bad,bad,none,B
STUDENT377,GP,M,U,GT3,T,high,high,other,other,course,mother,low,high,none,no,no,no,yes,yes,yes,yes,no,good,mediocre,mediocre,bad,bad,mediocre,none,C
STUDENT378,GP,M,U,GT3,T,mid,mid,other,services,reputation,mother,low,low,none,no,no,no,yes,no,yes,yes,no,good,mediocre,excellent,mediocre,excellent,excellent,none,A
STUDENT379,GP,M,R,GT3,T,mid,mid,services,other,course,mother,very_high,low,none,no,yes,no,no,yes,yes,yes,no,good,good,excellent,excellent,excellent,good,one_to_three,D
STUDENT380,GP,F,U,GT3,T,high,high,teacher,services,course,mother,low,high,none,no,yes,no,yes,yes,yes,yes,no,excellent,good,good,very_bad,mediocre,good,none,C
STUDENT381,GP,F,U,GT3,T,high,high,teacher,teacher,course,mother,medium,high,none,no,yes,no,no,no,yes,yes,yes,good,mediocre,mediocre,very_bad,bad,good,four_to_six,B
STUDENT382,GP,F,U,GT3,T,mid,mid,at_home,other,course,mother,low,low,none,no,yes,yes,yes,yes,yes,yes,no,good,bad,excellent,bad,excellent,excellent,one_to_three,D
STUDENT383,GP,M,U,LE3,T,mid,mid,other,other,course,mother,low,very_high,none,no,yes,yes,yes,yes,yes,yes,no,good,excellent,excellent,bad,good,excellent,none,C
STUDENT384,GP,M,R,GT3,T,mid,mid,at_home,services,home,other,low,low,none,no,yes,no,no,no,yes,no,yes,excellent,mediocre,good,bad,bad,excellent,none,D
STUDENT385,GP,F,U,GT3,T,mid,mid,at_home,other,course,mother,very_high,medium,none,no,no,no,yes,yes,yes,no,yes,good,bad,excellent,very_bad,very_bad,bad,one_to_three,D
STUDENT386,GP,F,R,GT3,T,mid,high,at_home,other,course,father,low,high,none,no,yes,no,no,yes,yes,yes,yes,good,good,mediocre,very_bad,very_bad,excellent,none,B
STUDENT387,GP,M,U,GT3,T,mid,mid,other,other,reputation,mother,low,low,none,no,no,no,no,no,yes,yes,no,excellent,good,bad,very_bad,bad,excellent,four_to_six,B
STUDENT388,GP,F,U,GT3,T,mid,mid,services,services,home,mother,low,medium,none,no,no,no,yes,yes,yes,yes,no,excellent,mediocre,good,very_bad,very_bad,good,more_than_ten,C
STUDENT389,GP,F,U,LE3,T,mid,mid,other,other,home,other,low,medium,none,no,no,no,yes,no,yes,yes,yes,good,mediocre,mediocre,very_bad,very_bad,bad,none,C
STUDENT390,GP,F,R,GT3,T,mid,mid,at_home,other,course,mother,medium,very_high,none,no,no,no,yes,yes,yes,no,no,good,good,good,very_bad,very_bad,good,four_to_six,B
STUDENT391,GP,F,U,GT3,T,mid,high,services,other,course,mother,low,high,none,no,no,no,no,yes,yes,yes,no,good,good,excellent,very_bad,mediocre,excellent,more_than_ten,B
STUDENT392,GP,F,U,GT3,T,mid,mid,other,other,home,mother,low,medium,none,no,yes,no,no,yes,yes,yes,yes,good,mediocre,bad,bad,mediocre,bad,none,B
STUDENT393,GP,F,U,LE3,T,mid,mid,services,services,home,mother,low,very_high,none,no,yes,no,no,yes,yes,yes,no,excellent,mediocre,mediocre,very_bad,very_bad,very_bad,four_to_six,B
STUDENT394,GP,F,R,GT3,A,mid,mid,other,other,home,mother,low,medium,none,no,yes,no,no,yes,yes,yes,no,good,mediocre,mediocre,bad,mediocre,bad,none,A
STUDENT395,GP,M,U,GT3,T,high,high,teacher,services,home,father,low,medium,none,no,yes,no,yes,yes,yes,yes,no,good,mediocre,mediocre,bad,bad,bad,none,C
STUDENT396,GP,M,U,LE3,T,mid,high,services,other,home,mother,low,medium,none,no,no,no,yes,yes,yes,yes,yes,good,mediocre,mediocre,very_bad,mediocre,excellent,four_to_six,A
STUDENT397,GP,F,U,GT3,A,mid,mid,at_home,at_home,home,father,low,medium,none,no,yes,no,no,yes,yes,yes,yes,mediocre,mediocre,very_bad,very_bad,bad,good,more_than_ten,B
STUDENT398,GP,F,U,GT3,T,mid,mid,at_home,other,course,mother,low,high,none,no,yes,no,no,yes,yes,yes,no,good,mediocre,mediocre,very_bad,bad,mediocre,none,B
STUDENT399,GP,F,U,GT3,T,mid,mid,other,services,other,mother,low,high,none,no,no,no,no,yes,yes,yes,yes,excellent,good,mediocre,bad,mediocre,very_bad,four_to_six,A
STUDENT400,GP,M,R,GT3,T,high,mid,teacher,services,course,mother,low,high,none,no,no,no,no,yes,yes,yes,yes,excellent,mediocre,bad,very_bad,bad,good,four_to_six,A
STUDENT401,GP,M,U,GT3,T,high,mid,teacher,other,course,mother,low,high,none,no,yes,no,no,yes,yes,yes,yes,excellent,good,excellent,bad,mediocre,excellent,none,B
STUDENT402,GP,F,U,GT3,T,high,mid,health,other,reputation,mother,low,high,none,no,yes,no,yes,yes,yes,yes,yes,good,good,mediocre,very_bad,mediocre,good,none,C
STUDENT403,GP,F,U,GT3,T,mid,low,services,other,course,mother,medium,medium,none,no,yes,no,yes,yes,yes,yes,yes,good,mediocre,good,bad,bad,very_bad,more_than_ten,B
STUDENT404,GP,F,U,GT3,T,mid,low,services,other,reputation,mother,low,medium,none,no,yes,no,yes,yes,yes,yes,no,good,mediocre,excellent,bad,good,good,four_to_six,A
STUDENT405,GP,F,U,LE3,A,mid,mid,at_home,other,home,other,medium,low,low,no,no,no,no,yes,no,yes,no,bad,bad,mediocre,mediocre,good,excellent,more_than_ten,D
STUDENT406,GP,F,U,GT3,T,mid,low,other,at_home,home,mother,low,low,low,no,yes,yes,no,yes,yes,yes,yes,good,very_bad,bad,very_bad,very_bad,mediocre,four_to_six,C
STUDENT407,GP,F,U,LE3,T,high,high,other,other,reputation,other,low,high,medium,no,no,yes,yes,yes,yes,yes,no,mediocre,mediocre,bad,very_bad,very_bad,excellent,none,C
STUDENT408,GP,M,U,LE3,T,mid,mid,services,services,reputation,mother,low,medium,none,no,yes,no,yes,no,no,yes,no,good,good,good,very_bad,mediocre,mediocre,more_than_ten,C
STUDENT409,GP,M,U,LE3,A,mid,high,other,other,reputation,other,low,medium,none,no,no,no,yes,yes,yes,yes,yes,good,mediocre,excellent,very_bad,good,bad,more_than_ten,B
STUDENT410,GP,F,U,GT3,T,mid,mid,services,services,reputation,mother,low,medium,none,no,yes,no,yes,yes,yes,yes,no,good,mediocre,good,very_bad,mediocre,good,none,A
STUDENT411,GP,M,U,LE3,A,high,high,health,other,reputation,mother,low,high,none,no,yes,no,no,yes,yes,yes,no,good,good,bad,very_bad,bad,good,one_to_three,B
STUDENT412,GP,F,U,LE3,T,high,mid,teacher,other,course,mother,low,medium,none,no,yes,no,yes,yes,yes,yes,no,good,bad,bad,very_bad,very_bad,mediocre,none,A
STUDENT413,GP,M,R,LE3,T,low,low,at_home,other,course,other,medium,medium,medium,no,yes,no,yes,yes,no,yes,yes,excellent,mediocre,mediocre,excellent,bad,good,more_than_ten,D
STUDENT414,GP,F,R,GT3,T,low,low,other,other,reputation,other,medium,high,none,no,no,no,no,yes,yes,yes,yes,mediocre,bad,bad,very_bad,mediocre,mediocre,more_than_ten,B
STUDENT415,GP,F,U,GT3,T,high,high,teacher,other,home,other,low,low,low,no,yes,no,no,yes,yes,yes,yes,mediocre,bad,excellent,good,good,excellent,four_to_six,D
STUDENT416,GP,M,U,LE3,A,mid,mid,other,other,reputation,mother,low,medium,none,no,yes,no,no,yes,yes,yes,no,good,good,good,very_bad,bad,excellent,more_than_ten,A+
STUDENT417,GP,F,U,GT3,T,mid,mid,at_home,other,reputation,father,low,high,none,no,yes,no,no,yes,yes,yes,yes,good,mediocre,good,very_bad,bad,bad,four_to_six,A
STUDENT418,GP,M,R,GT3,T,mid,mid,other,services,reputation,father,low,low,none,no,no,no,no,yes,yes,yes,no,mediocre,very_bad,mediocre,good,excellent,good,more_than_ten,B
STUDENT419,GP,M,U,GT3,T,mid,low,other,other,reputation,mother,low,low,none,no,no,no,no,yes,yes,yes,no,excellent,mediocre,good,very_bad,good,good,more_than_ten,D
STUDENT420,GP,F,U,LE3,A,mid,mid,services,other,reputation,mother,medium,medium,none,no,yes,no,no,yes,yes,yes,no,good,very_bad,good,very_bad,mediocre,good,more_than_ten,A
STUDENT421,GP,F,U,GT3,T,low,none,other,other,reputation,mother,medium,low,low,yes,no,no,no,yes,yes,yes,yes,excellent,mediocre,very_bad,very_bad,very_bad,excellent,four_to_six,D
STUDENT422,GP,F,U,GT3,T,mid,mid,services,other,home,mother,low,medium,none,no,yes,no,yes,no,yes,yes,yes,mediocre,very_bad,bad,very_bad,bad,very_bad,four_to_six,C
STUDENT423,MS,F,U,GT3,T,low,mid,at_home,other,other,father,medium,low,none,no,yes,no,no,yes,no,yes,yes,good,mediocre,mediocre,very_bad,mediocre,excellent,more_than_ten,D
STUDENT424,MS,F,R,GT3,T,mid,mid,other,other,course,mother,medium,medium,none,no,yes,no,yes,yes,yes,yes,no,good,good,good,very_bad,very_bad,excellent,none,C
STUDENT425,MS,F,R,GT3,T,low,low,at_home,services,other,mother,low,low,low,no,yes,no,no,yes,yes,no,yes,good,very_bad,mediocre,very_bad,very_bad,bad,four_to_six,D
STUDENT426,MS,F,R,GT3,T,mid,mid,at_home,other,course,mother,medium,low,none,no,yes,no,no,yes,yes,yes,no,excellent,good,good,bad,mediocre,excellent,four_to_six,D
STUDENT427,MS,F,R,GT3,T,mid,mid,at_home,services,course,mother,medium,medium,none,no,no,no,no,yes,yes,no,no,good,excellent,bad,very_bad,bad,excellent,none,A
STUDENT428,MS,F,R,LE3,T,mid,low,at_home,other,home,mother,medium,low,none,no,no,no,no,yes,no,no,no,very_bad,mediocre,good,very_bad,very_bad,very_bad,none,F
STUDENT429,MS,M,R,LE3,A,high,high,at_home,other,home,mother,low,medium,none,no,yes,no,no,yes,yes,no,no,excellent,mediocre,bad,very_bad,mediocre,bad,four_to_six,D
STUDENT430,MS,M,U,GT3,A,low,mid,other,other,other,mother,low,high,none,yes,no,no,no,yes,yes,yes,no,good,good,mediocre,very_bad,very_bad,excellent,none,D
STUDENT431,MS,F,R,GT3,T,mid,mid,at_home,other,course,father,low,medium,low,no,no,no,no,yes,yes,no,yes,good,excellent,good,very_bad,bad,excellent,none,D
STUDENT432,MS,F,R,GT3,T,low,low,other,other,other,father,low,low,low,no,yes,no,no,no,no,yes,no,excellent,good,good,bad,bad,excellent,none,F
STUDENT433,MS,F,R,GT3,T,high,high,teacher,other,course,mother,medium,low,none,no,no,no,no,yes,yes,yes,yes,very_bad,excellent,very_bad,mediocre,excellent,excellent,none,B
STUDENT434,MS,F,U,LE3,A,mid,mid,at_home,other,reputation,mother,medium,very_high,none,no,no,no,yes,no,no,no,yes,very_bad,bad,very_bad,very_bad,very_bad,very_bad,four_to_six,D
STUDENT435,MS,F,R,LE3,T,low,low,at_home,services,reputation,father,medium,medium,none,no,yes,no,no,yes,yes,yes,no,excellent,good,mediocre,very_bad,bad,good,none,D
STUDENT436,MS,F,R,LE3,T,low,low,other,services,course,mother,medium,low,low,no,yes,no,no,yes,yes,yes,yes,good,good,mediocre,very_bad,bad,bad,four_to_six,F
STUDENT437,MS,F,R,GT3,T,none,mid,other,other,other,mother,medium,low,none,no,yes,no,yes,yes,yes,no,no,mediocre,bad,mediocre,very_bad,bad,bad,none,C
STUDENT438,MS,F,R,GT3,T,mid,mid,other,other,course,mother,medium,low,none,no,yes,no,no,yes,yes,yes,no,excellent,excellent,excellent,very_bad,mediocre,mediocre,one_to_three,C
STUDENT439,MS,F,R,GT3,T,mid,mid,other,services,course,father,medium,low,none,no,no,no,no,no,yes,yes,no,good,very_bad,mediocre,very_bad,very_bad,good,none,A
STUDENT440,MS,M,U,GT3,T,low,low,at_home,services,home,mother,medium,medium,none,no,yes,no,yes,yes,yes,no,yes,excellent,good,excellent,good,excellent,mediocre,none,F
STUDENT441,MS,M,U,GT3,T,low,low,other,other,home,mother,low,medium,none,no,no,yes,no,no,yes,yes,no,good,good,mediocre,bad,good,excellent,four_to_six,F
STUDENT442,MS,M,R,LE3,T,high,low,health,services,reputation,father,low,medium,none,no,yes,no,yes,yes,yes,yes,no,excellent,mediocre,good,very_bad,bad,bad,none,B
STUDENT443,MS,M,R,LE3,T,high,low,health,services,reputation,father,low,medium,none,no,yes,no,yes,yes,yes,yes,no,excellent,mediocre,good,very_bad,bad,bad,more_than_ten,F
STUDENT444,MS,M,R,GT3,T,mid,high,other,health,other,mother,high,medium,none,no,no,no,no,no,yes,no,no,mediocre,good,excellent,very_bad,bad,excellent,four_to_six,D
STUDENT445,MS,M,R,GT3,T,low,low,other,other,course,mother,very_high,medium,none,no,yes,no,yes,yes,yes,no,yes,excellent,good,excellent,bad,good,good,more_than_ten,F
STUDENT446,MS,M,U,LE3,T,mid,mid,at_home,at_home,reputation,father,low,medium,none,no,yes,no,yes,yes,yes,yes,no,excellent,mediocre,mediocre,very_bad,very_bad,excellent,none,D
STUDENT447,MS,M,R,GT3,T,mid,low,other,other,other,mother,high,low,none,no,no,no,yes,yes,no,no,yes,excellent,excellent,excellent,excellent,excellent,mediocre,more_than_ten,F
STUDENT448,MS,F,R,GT3,T,high,high,teacher,teacher,course,mother,medium,high,none,no,no,no,yes,yes,yes,yes,yes,good,bad,bad,very_bad,very_bad,good,four_to_six,A
